source_row_id,original_date,description,amount_c,amount_d,source_amount,original_category,source_note,classification_decision,unit_scope,evidence_status,journalized,mapped_account
95,2026-01-30,Jasa Pengeringan Padi,150000.0,0.0,150000.0,"2 orang, per orang 75rb, total 150rb",,TERKLASIFIKASI — BELANJA SUMBER — BIAYA PRODUKSI DALAM PROSES — SIKLUS 1,BUDIDAYA PERTANIAN,SUMBER — belanja telah dipetakan ke akun,YA,1.1.09.01
96,2026-01-31,,0.0,0.0,0.0,,,NILAI NOL — TIDAK ADA JURNAL,,BARIS SUMBER BERNILAI NOL,TIDAK,
97,2026-02-01,Hasil Padi,1100000.0,0.0,1100000.0,Mendapatkan beras 100kg. Lalu di jual di harga 11rb per kg dan mendapatkan uang Rp1.100.000 . Hasil total Minus dari biaya produksi karena cuaca tidak stabil seperti cuaca Hujan tinggi dan Panas,640000.0,PENDAPATAN PANEN — PADI,BUDIDAYA PERTANIAN,SUMBER — penerimaan hasil panen,YA,4.1.12.02
98,2026-02-02,Penarikan Uang,10000000.0,0.0,10000000.0,,150000.0,CATATAN PENARIKAN SUMBER — TIDAK DIJURNAL DALAM MODEL BANK LANGSUNG,REKONSILIASI (BUKAN UNIT USAHA),CATATAN SUMBER — penarikan tidak dijurnal; model memakai Bank Jatim langsung,TIDAK,1.1.01.06
99,2026-02-03,Jasa pembersihan persiapan lahan + konsumsi,200000.0,0.0,200000.0,"2 hari, per hari 100rb sama konsumsi",200000.0,TERKLASIFIKASI — BELANJA SUMBER — BIAYA PRODUKSI DALAM PROSES — SIKLUS 2,BUDIDAYA PERTANIAN,SUMBER — belanja telah dipetakan ke akun,YA,1.1.09.02
100,2026-02-04,Biaya Brojol sawah + Pengairan sawah + Konsumsi,500000.0,0.0,500000.0,brojol 310rb + pengairan sawah bensin 90rb + konsumsi 100rb,500000.0,TERKLASIFIKASI — BELANJA SUMBER — BIAYA PRODUKSI DALAM PROSES — SIKLUS 2,BUDIDAYA PERTANIAN,SUMBER — belanja telah dipetakan ke akun,YA,1.1.09.02
101,2026-02-05,Biaya persiapan bibit padi/ngajuk + Konsumsi.,500000.0,0.0,500000.0,Bibit padi 250rb + upah yang ngajuk 200rb + konsumsi 50rb,500000.0,TERKLASIFIKASI — BELANJA SUMBER — BIAYA PRODUKSI DALAM PROSES — SIKLUS 2,BUDIDAYA PERTANIAN,SUMBER — belanja telah dipetakan ke akun,YA,1.1.09.02
102,2026-02-06,Jasa tanam bibit padi ke lahan sawah + konsumsi,550000.0,0.0,550000.0,"40rb per orang, untuk 11 orang jadi 440rb. konsumsi per orang 10rb, 11 orang ada 110rb",550000.0,TERKLASIFIKASI — BELANJA SUMBER — BIAYA PRODUKSI DALAM PROSES — SIKLUS 2,BUDIDAYA PERTANIAN,SUMBER — belanja telah dipetakan ke akun,YA,1.1.09.02
103,2026-02-07,Pupuk non subsidi,1450000.0,0.0,1450000.0,"1 kwintal 450rb dengan rincian metro 300rb , phonska 150rb. Biaya transport 100rb",1450000.0,TERKLASIFIKASI — BELANJA SUMBER — BIAYA PRODUKSI DALAM PROSES — SIKLUS 2,BUDIDAYA PERTANIAN,SUMBER — belanja telah dipetakan ke akun,YA,1.1.09.02
104,2026-02-08,Obat vitamin tanaman padi,250000.0,0.0,250000.0,,250000.0,TERKLASIFIKASI — BELANJA SUMBER — BIAYA PRODUKSI DALAM PROSES — SIKLUS 2,BUDIDAYA PERTANIAN,SUMBER — belanja telah dipetakan ke akun,YA,1.1.09.02
105,2026-02-09,,0.0,0.0,0.0,,,NILAI NOL — TIDAK ADA JURNAL,,BARIS SUMBER BERNILAI NOL,TIDAK,
106,2026-02-10,Perawatan (Matun Padi) + Konsumsi,300000.0,0.0,300000.0,"orang 6, per orang 50",300000.0,TERKLASIFIKASI — BELANJA SUMBER — BIAYA PRODUKSI DALAM PROSES — SIKLUS 2,BUDIDAYA PERTANIAN,SUMBER — belanja telah dipetakan ke akun,YA,1.1.09.02
107,2026-02-11,,0.0,0.0,0.0,,,NILAI NOL — TIDAK ADA JURNAL,,BARIS SUMBER BERNILAI NOL,TIDAK,
108,2026-02-12,,0.0,0.0,0.0,,100000.0,CATATAN/RENCANA — TIDAK DIJURNAL,,CATATAN SUMBER / RENCANA,TIDAK,
109,2026-02-13,Pemberian pupuk ke sawah,100000.0,0.0,100000.0,"upah per orang 50rb, ada 2 orang jadi 100rb",100000.0,TERKLASIFIKASI — BELANJA SUMBER — BIAYA PRODUKSI DALAM PROSES — SIKLUS 2,BUDIDAYA PERTANIAN,SUMBER — belanja telah dipetakan ke akun,YA,1.1.09.02
110,2026-02-14,,0.0,0.0,0.0,,250000.0,CATATAN/RENCANA — TIDAK DIJURNAL,,CATATAN SUMBER / RENCANA,TIDAK,
111,2026-02-15,Pemberian obat vitamin ke tanaman padi,100000.0,0.0,100000.0,"upah per orang 50rb, ada 2 orang jadi 100rb",150000.0,TERKLASIFIKASI — BELANJA SUMBER — BIAYA PRODUKSI DALAM PROSES — SIKLUS 2,BUDIDAYA PERTANIAN,SUMBER — belanja telah dipetakan ke akun,YA,1.1.09.02
112,2026-02-16,,0.0,0.0,0.0,,900000.0,CATATAN/RENCANA — TIDAK DIJURNAL,,CATATAN SUMBER / RENCANA,TIDAK,
113,2026-02-17,,0.0,0.0,0.0,,900000.0,CATATAN/RENCANA — TIDAK DIJURNAL,,CATATAN SUMBER / RENCANA,TIDAK,
114,2026-02-18,Perawatan (Matun Padi) + Konsumsi,250000.0,0.0,250000.0,"orang 5, per orang 50",,TERKLASIFIKASI — BELANJA SUMBER — BIAYA PRODUKSI DALAM PROSES — SIKLUS 2,BUDIDAYA PERTANIAN,SUMBER — belanja telah dipetakan ke akun,YA,1.1.09.02
115,2026-02-19,,0.0,0.0,0.0,,6940000,CATATAN/RENCANA — TIDAK DIJURNAL,,CATATAN SUMBER / RENCANA,TIDAK,
116,2026-02-20,Penarikan Uang,10000000.0,0.0,10000000.0,,hasil panen | 1100000.0,CATATAN PENARIKAN SUMBER — TIDAK DIJURNAL DALAM MODEL BANK LANGSUNG,REKONSILIASI (BUKAN UNIT USAHA),CATATAN SUMBER — penarikan tidak dijurnal; model memakai Bank Jatim langsung,TIDAK,1.1.01.06
117,2026-02-21,,0.0,0.0,0.0,,Total uang reimburse | 5840000,CATATAN/RENCANA — TIDAK DIJURNAL,,CATATAN SUMBER / RENCANA,TIDAK,
118,2026-02-22,Tambah beli bibit padi karena hujan terus menerus jadi bibit padi yang sudah ditanam rusak,150000.0,0.0,150000.0,harga bibit 100rb + upah atau jasa 50rb,,TERKLASIFIKASI — BELANJA SUMBER — BIAYA PRODUKSI DALAM PROSES — SIKLUS 2,BUDIDAYA PERTANIAN,SUMBER — belanja telah dipetakan ke akun,YA,1.1.09.02
119,2026-02-23,,0.0,0.0,0.0,,,NILAI NOL — TIDAK ADA JURNAL,,BARIS SUMBER BERNILAI NOL,TIDAK,
120,2026-02-24,,0.0,0.0,0.0,,,NILAI NOL — TIDAK ADA JURNAL,,BARIS SUMBER BERNILAI NOL,TIDAK,
121,2026-02-25,Jasa Pemelihara Kambing,900000.0,0.0,900000.0,Ops,,TERKLASIFIKASI — BELANJA SUMBER — BEBAN PEMELIHARA KAMBING,PEMBIBITAN DAN BUDIDAYA KAMBING,SUMBER — belanja telah dipetakan ke akun,YA,6.2.99.24
122,2026-02-26,,0.0,0.0,0.0,,,NILAI NOL — TIDAK ADA JURNAL,,BARIS SUMBER BERNILAI NOL,TIDAK,
123,2026-02-27,,0.0,0.0,0.0,,,NILAI NOL — TIDAK ADA JURNAL,,BARIS SUMBER BERNILAI NOL,TIDAK,
124,2026-02-28,,0.0,0.0,0.0,,,NILAI NOL — TIDAK ADA JURNAL,,BARIS SUMBER BERNILAI NOL,TIDAK,
125,2026-03-01,,0.0,0.0,0.0,,,NILAI NOL — TIDAK ADA JURNAL,,BARIS SUMBER BERNILAI NOL,TIDAK,
126,2026-03-02,,0.0,0.0,0.0,,,NILAI NOL — TIDAK ADA JURNAL,,BARIS SUMBER BERNILAI NOL,TIDAK,
127,2026-03-03,,0.0,0.0,0.0,,,NILAI NOL — TIDAK ADA JURNAL,,BARIS SUMBER BERNILAI NOL,TIDAK,
128,2026-03-04,,0.0,0.0,0.0,,,NILAI NOL — TIDAK ADA JURNAL,,BARIS SUMBER BERNILAI NOL,TIDAK,
129,2026-03-05,,0.0,0.0,0.0,,,NILAI NOL — TIDAK ADA JURNAL,,BARIS SUMBER BERNILAI NOL,TIDAK,
130,2026-03-06,,0.0,0.0,0.0,,,NILAI NOL — TIDAK ADA JURNAL,,BARIS SUMBER BERNILAI NOL,TIDAK,
131,2026-03-07,,0.0,0.0,0.0,,,NILAI NOL — TIDAK ADA JURNAL,,BARIS SUMBER BERNILAI NOL,TIDAK,
132,2026-03-08,,0.0,0.0,0.0,,,NILAI NOL — TIDAK ADA JURNAL,,BARIS SUMBER BERNILAI NOL,TIDAK,
133,2026-03-09,,0.0,0.0,0.0,,,NILAI NOL — TIDAK ADA JURNAL,,BARIS SUMBER BERNILAI NOL,TIDAK,
134,2026-03-10,,0.0,0.0,0.0,,,NILAI NOL — TIDAK ADA JURNAL,,BARIS SUMBER BERNILAI NOL,TIDAK,
135,2026-03-11,obat vitamin padi + jasa tabur,150000.0,0.0,150000.0,,,TERKLASIFIKASI — BELANJA SUMBER — BIAYA PRODUKSI DALAM PROSES — SIKLUS 2,BUDIDAYA PERTANIAN,SUMBER — belanja telah dipetakan ke akun,YA,1.1.09.02
136,2026-03-12,,0.0,0.0,0.0,,,NILAI NOL — TIDAK ADA JURNAL,,BARIS SUMBER BERNILAI NOL,TIDAK,
137,2026-03-13,,0.0,0.0,0.0,,,NILAI NOL — TIDAK ADA JURNAL,,BARIS SUMBER BERNILAI NOL,TIDAK,
138,2026-03-14,,0.0,0.0,0.0,,,NILAI NOL — TIDAK ADA JURNAL,,BARIS SUMBER BERNILAI NOL,TIDAK,
139,2026-03-15,,0.0,0.0,0.0,,,NILAI NOL — TIDAK ADA JURNAL,,BARIS SUMBER BERNILAI NOL,TIDAK,
140,2026-03-16,,0.0,0.0,0.0,,,NILAI NOL — TIDAK ADA JURNAL,,BARIS SUMBER BERNILAI NOL,TIDAK,
141,2026-03-17,,0.0,0.0,0.0,,,NILAI NOL — TIDAK ADA JURNAL,,BARIS SUMBER BERNILAI NOL,TIDAK,
142,2026-03-18,,0.0,0.0,0.0,,,NILAI NOL — TIDAK ADA JURNAL,,BARIS SUMBER BERNILAI NOL,TIDAK,
143,2026-03-19,,0.0,0.0,0.0,,,NILAI NOL — TIDAK ADA JURNAL,,BARIS SUMBER BERNILAI NOL,TIDAK,
144,2026-03-20,,0.0,0.0,0.0,,,NILAI NOL — TIDAK ADA JURNAL,,BARIS SUMBER BERNILAI NOL,TIDAK,
145,2026-03-21,,0.0,0.0,0.0,,,NILAI NOL — TIDAK ADA JURNAL,,BARIS SUMBER BERNILAI NOL,TIDAK,
146,2026-03-22,,0.0,0.0,0.0,,,NILAI NOL — TIDAK ADA JURNAL,,BARIS SUMBER BERNILAI NOL,TIDAK,
147,2026-03-23,,0.0,0.0,0.0,,,NILAI NOL — TIDAK ADA JURNAL,,BARIS SUMBER BERNILAI NOL,TIDAK,
148,2026-03-24,,0.0,0.0,0.0,,,NILAI NOL — TIDAK ADA JURNAL,,BARIS SUMBER BERNILAI NOL,TIDAK,
149,2026-03-25,Jasa Pemelihara Kambing,900000.0,0.0,900000.0,Ops,,TERKLASIFIKASI — BELANJA SUMBER — BEBAN PEMELIHARA KAMBING,PEMBIBITAN DAN BUDIDAYA KAMBING,SUMBER — belanja telah dipetakan ke akun,YA,6.2.99.24
150,2026-03-26,,0.0,0.0,0.0,,,NILAI NOL — TIDAK ADA JURNAL,,BARIS SUMBER BERNILAI NOL,TIDAK,
151,2026-03-27,,0.0,0.0,0.0,,,NILAI NOL — TIDAK ADA JURNAL,,BARIS SUMBER BERNILAI NOL,TIDAK,
152,2026-03-28,,0.0,0.0,0.0,,,NILAI NOL — TIDAK ADA JURNAL,,BARIS SUMBER BERNILAI NOL,TIDAK,
153,2026-03-29,,0.0,0.0,0.0,,,NILAI NOL — TIDAK ADA JURNAL,,BARIS SUMBER BERNILAI NOL,TIDAK,
154,2026-03-30,,0.0,0.0,0.0,,,NILAI NOL — TIDAK ADA JURNAL,,BARIS SUMBER BERNILAI NOL,TIDAK,
155,2026-03-31,,0.0,0.0,0.0,,,NILAI NOL — TIDAK ADA JURNAL,,BARIS SUMBER BERNILAI NOL,TIDAK,
156,2026-04-01,,0.0,0.0,0.0,,,NILAI NOL — TIDAK ADA JURNAL,,BARIS SUMBER BERNILAI NOL,TIDAK,
157,2026-04-02,,0.0,0.0,0.0,,,NILAI NOL — TIDAK ADA JURNAL,,BARIS SUMBER BERNILAI NOL,TIDAK,
158,2026-04-03,,0.0,0.0,0.0,,,NILAI NOL — TIDAK ADA JURNAL,,BARIS SUMBER BERNILAI NOL,TIDAK,
159,2026-04-04,,0.0,0.0,0.0,,,NILAI NOL — TIDAK ADA JURNAL,,BARIS SUMBER BERNILAI NOL,TIDAK,
160,2026-04-05,,0.0,0.0,0.0,,,NILAI NOL — TIDAK ADA JURNAL,,BARIS SUMBER BERNILAI NOL,TIDAK,
161,2026-04-06,,0.0,0.0,0.0,,,NILAI NOL — TIDAK ADA JURNAL,,BARIS SUMBER BERNILAI NOL,TIDAK,
162,2026-04-07,,0.0,0.0,0.0,,,NILAI NOL — TIDAK ADA JURNAL,,BARIS SUMBER BERNILAI NOL,TIDAK,
163,2026-04-08,,0.0,0.0,0.0,,,NILAI NOL — TIDAK ADA JURNAL,,BARIS SUMBER BERNILAI NOL,TIDAK,
164,2026-04-09,,0.0,0.0,0.0,,,NILAI NOL — TIDAK ADA JURNAL,,BARIS SUMBER BERNILAI NOL,TIDAK,
165,2026-04-10,,0.0,0.0,0.0,,,NILAI NOL — TIDAK ADA JURNAL,,BARIS SUMBER BERNILAI NOL,TIDAK,
166,2026-04-11,,0.0,0.0,0.0,,,NILAI NOL — TIDAK ADA JURNAL,,BARIS SUMBER BERNILAI NOL,TIDAK,
167,2026-04-12,,0.0,0.0,0.0,,,NILAI NOL — TIDAK ADA JURNAL,,BARIS SUMBER BERNILAI NOL,TIDAK,
168,2026-04-13,,0.0,0.0,0.0,,,NILAI NOL — TIDAK ADA JURNAL,,BARIS SUMBER BERNILAI NOL,TIDAK,
169,2026-04-14,,0.0,0.0,0.0,,,NILAI NOL — TIDAK ADA JURNAL,,BARIS SUMBER BERNILAI NOL,TIDAK,
170,2026-04-15,,0.0,0.0,0.0,,,NILAI NOL — TIDAK ADA JURNAL,,BARIS SUMBER BERNILAI NOL,TIDAK,
171,2026-04-16,,0.0,0.0,0.0,,,NILAI NOL — TIDAK ADA JURNAL,,BARIS SUMBER BERNILAI NOL,TIDAK,
172,2026-04-17,,0.0,0.0,0.0,,,NILAI NOL — TIDAK ADA JURNAL,,BARIS SUMBER BERNILAI NOL,TIDAK,
173,2026-04-18,,0.0,0.0,0.0,,,NILAI NOL — TIDAK ADA JURNAL,,BARIS SUMBER BERNILAI NOL,TIDAK,
174,2026-04-19,,0.0,0.0,0.0,,,NILAI NOL — TIDAK ADA JURNAL,,BARIS SUMBER BERNILAI NOL,TIDAK,
175,2026-04-20,,0.0,0.0,0.0,,,NILAI NOL — TIDAK ADA JURNAL,,BARIS SUMBER BERNILAI NOL,TIDAK,
176,2026-04-21,,0.0,0.0,0.0,,,NILAI NOL — TIDAK ADA JURNAL,,BARIS SUMBER BERNILAI NOL,TIDAK,
177,2026-04-22,,0.0,0.0,0.0,,,NILAI NOL — TIDAK ADA JURNAL,,BARIS SUMBER BERNILAI NOL,TIDAK,
178,2026-04-23,,0.0,0.0,0.0,,,NILAI NOL — TIDAK ADA JURNAL,,BARIS SUMBER BERNILAI NOL,TIDAK,
179,2026-04-24,,0.0,0.0,0.0,,,NILAI NOL — TIDAK ADA JURNAL,,BARIS SUMBER BERNILAI NOL,TIDAK,
180,2026-04-25,Jasa Pemelihara Kambing,900000.0,0.0,900000.0,Ops,,TERKLASIFIKASI — BELANJA SUMBER — BEBAN PEMELIHARA KAMBING,PEMBIBITAN DAN BUDIDAYA KAMBING,SUMBER — belanja telah dipetakan ke akun,YA,6.2.99.24
181,2026-04-26,,0.0,0.0,0.0,,,NILAI NOL — TIDAK ADA JURNAL,,BARIS SUMBER BERNILAI NOL,TIDAK,
182,2026-04-27,,0.0,0.0,0.0,,,NILAI NOL — TIDAK ADA JURNAL,,BARIS SUMBER BERNILAI NOL,TIDAK,
183,2026-04-28,,0.0,0.0,0.0,,,NILAI NOL — TIDAK ADA JURNAL,,BARIS SUMBER BERNILAI NOL,TIDAK,
184,2026-04-29,,0.0,0.0,0.0,,,NILAI NOL — TIDAK ADA JURNAL,,BARIS SUMBER BERNILAI NOL,TIDAK,
185,2026-04-30,,0.0,0.0,0.0,,,NILAI NOL — TIDAK ADA JURNAL,,BARIS SUMBER BERNILAI NOL,TIDAK,
186,2026-05-01,,0.0,0.0,0.0,,,NILAI NOL — TIDAK ADA JURNAL,,BARIS SUMBER BERNILAI NOL,TIDAK,
187,2026-05-02,,0.0,0.0,0.0,,,NILAI NOL — TIDAK ADA JURNAL,,BARIS SUMBER BERNILAI NOL,TIDAK,
188,2026-05-03,,0.0,0.0,0.0,,,NILAI NOL — TIDAK ADA JURNAL,,BARIS SUMBER BERNILAI NOL,TIDAK,
189,2026-05-04,,0.0,0.0,0.0,,,NILAI NOL — TIDAK ADA JURNAL,,BARIS SUMBER BERNILAI NOL,TIDAK,
190,2026-05-05,,0.0,0.0,0.0,,,NILAI NOL — TIDAK ADA JURNAL,,BARIS SUMBER BERNILAI NOL,TIDAK,
191,2026-05-06,,0.0,0.0,0.0,,,NILAI NOL — TIDAK ADA JURNAL,,BARIS SUMBER BERNILAI NOL,TIDAK,
192,2026-05-07,,0.0,0.0,0.0,,,NILAI NOL — TIDAK ADA JURNAL,,BARIS SUMBER BERNILAI NOL,TIDAK,
193,2026-05-08,,0.0,0.0,0.0,,,NILAI NOL — TIDAK ADA JURNAL,,BARIS SUMBER BERNILAI NOL,TIDAK,
194,2026-05-09,,0.0,0.0,0.0,,,NILAI NOL — TIDAK ADA JURNAL,,BARIS SUMBER BERNILAI NOL,TIDAK,
195,2026-05-10,Panen Sawah,650000.0,0.0,650000.0,"Pegawai ada 7 orang, per orang 75rb, sewa mesin panen 50rb, konsumsi 75rb","Jasa pemelihara kambing bulan April, Mei belum dihitung sudah bayar",TERKLASIFIKASI — BELANJA SUMBER — BIAYA PRODUKSI DALAM PROSES — SIKLUS 2,BUDIDAYA PERTANIAN,SUMBER — belanja telah dipetakan ke akun,YA,1.1.09.02
196,2026-05-11,Total Pengairan Air Sawah,150000.0,0.0,150000.0,Hitungan banyak nya liter,,TERKLASIFIKASI — BELANJA SUMBER — BIAYA PRODUKSI DALAM PROSES — SIKLUS 2,BUDIDAYA PERTANIAN,SUMBER — belanja telah dipetakan ke akun,YA,1.1.09.02
197,2026-05-12,Jasa mengeringkan gabah sampai jadi Beras,200000.0,0.0,200000.0,"per orang 100k, ada 2 orang",,TERKLASIFIKASI — BELANJA SUMBER — BIAYA PRODUKSI DALAM PROSES — SIKLUS 2,BUDIDAYA PERTANIAN,SUMBER — belanja telah dipetakan ke akun,YA,1.1.09.02
198,2026-05-13,,0.0,0.0,0.0,,,NILAI NOL — TIDAK ADA JURNAL,,BARIS SUMBER BERNILAI NOL,TIDAK,
199,2026-05-14,,0.0,0.0,0.0,,,NILAI NOL — TIDAK ADA JURNAL,,BARIS SUMBER BERNILAI NOL,TIDAK,
200,2026-05-15,,0.0,0.0,0.0,,,NILAI NOL — TIDAK ADA JURNAL,,BARIS SUMBER BERNILAI NOL,TIDAK,
201,2026-05-16,,0.0,0.0,0.0,,,NILAI NOL — TIDAK ADA JURNAL,,BARIS SUMBER BERNILAI NOL,TIDAK,
202,2026-05-17,,0.0,0.0,0.0,,,NILAI NOL — TIDAK ADA JURNAL,,BARIS SUMBER BERNILAI NOL,TIDAK,
203,2026-05-18,HASIL PADI,6000000.0,0.0,6000000.0,"5 Kwintal Beras, 12rb perkilogram","Pengeluaran 1 skilus panen ini 5,5 Juta. Laba 500rb",PENDAPATAN PANEN — PADI,BUDIDAYA PERTANIAN,SUMBER — penerimaan hasil panen,YA,4.1.12.02
204,2026-05-19,,0.0,0.0,0.0,,,NILAI NOL — TIDAK ADA JURNAL,,BARIS SUMBER BERNILAI NOL,TIDAK,
205,2026-05-20,,0.0,0.0,0.0,,,NILAI NOL — TIDAK ADA JURNAL,,BARIS SUMBER BERNILAI NOL,TIDAK,
206,2026-05-21,,0.0,0.0,0.0,,,NILAI NOL — TIDAK ADA JURNAL,,BARIS SUMBER BERNILAI NOL,TIDAK,
207,2026-05-22,,0.0,0.0,0.0,,,NILAI NOL — TIDAK ADA JURNAL,,BARIS SUMBER BERNILAI NOL,TIDAK,
208,2026-05-23,,0.0,0.0,0.0,,,NILAI NOL — TIDAK ADA JURNAL,,BARIS SUMBER BERNILAI NOL,TIDAK,
209,2026-05-24,,0.0,0.0,0.0,,,NILAI NOL — TIDAK ADA JURNAL,,BARIS SUMBER BERNILAI NOL,TIDAK,
210,2026-05-25,Jasa Pemelihara Kambing,900000.0,0.0,900000.0,Ops,,TERKLASIFIKASI — BELANJA SUMBER — BEBAN PEMELIHARA KAMBING,PEMBIBITAN DAN BUDIDAYA KAMBING,SUMBER — belanja telah dipetakan ke akun,YA,6.2.99.24
211,2026-05-26,,0.0,0.0,0.0,,,NILAI NOL — TIDAK ADA JURNAL,,BARIS SUMBER BERNILAI NOL,TIDAK,
212,2026-05-27,,0.0,0.0,0.0,,,NILAI NOL — TIDAK ADA JURNAL,,BARIS SUMBER BERNILAI NOL,TIDAK,
213,2026-05-28,Siklus Tanam Padi Baru,0.0,0.0,0.0,,,CATATAN/RENCANA — TIDAK DIJURNAL,,CATATAN SUMBER / RENCANA,TIDAK,
214,2026-05-29,Ada rencana Beli Mesin,0.0,0.0,0.0,,,CATATAN/RENCANA — TIDAK DIJURNAL,,CATATAN SUMBER / RENCANA,TIDAK,
215,2026-05-30,"Sewa lahan pertanian, rencana 500rb setiap musim panen",0.0,0.0,0.0,,,CATATAN/RENCANA — TIDAK DIJURNAL,,CATATAN SUMBER / RENCANA,TIDAK,
216,2026-05-31,"Beli Bibit Padi 18kg, harga 10kg 190rb, 8kg belum dihitung",0.0,0.0,0.0,,,CATATAN/RENCANA — TIDAK DIJURNAL,,CATATAN SUMBER / RENCANA,TIDAK,
217,2026-06-01,"Beli pupuk subsidi 1,5 Kwintal, harga setengah kwintal 125rb, berarti total 375rb",0.0,0.0,0.0,,,CATATAN/RENCANA — TIDAK DIJURNAL,,CATATAN SUMBER / RENCANA,TIDAK,
218,2026-06-02,,0.0,0.0,0.0,,,NILAI NOL — TIDAK ADA JURNAL,,BARIS SUMBER BERNILAI NOL,TIDAK,
219,2026-06-03,,0.0,0.0,0.0,,,NILAI NOL — TIDAK ADA JURNAL,,BARIS SUMBER BERNILAI NOL,TIDAK,
220,2026-06-04,,0.0,0.0,0.0,,,NILAI NOL — TIDAK ADA JURNAL,,BARIS SUMBER BERNILAI NOL,TIDAK,
221,2026-06-05,,0.0,0.0,0.0,,,NILAI NOL — TIDAK ADA JURNAL,,BARIS SUMBER BERNILAI NOL,TIDAK,
222,2026-06-06,,0.0,0.0,0.0,,,NILAI NOL — TIDAK ADA JURNAL,,BARIS SUMBER BERNILAI NOL,TIDAK,
223,2026-06-07,,0.0,0.0,0.0,,,NILAI NOL — TIDAK ADA JURNAL,,BARIS SUMBER BERNILAI NOL,TIDAK,
224,2026-06-08,,0.0,0.0,0.0,,,NILAI NOL — TIDAK ADA JURNAL,,BARIS SUMBER BERNILAI NOL,TIDAK,
225,2026-06-09,,0.0,0.0,0.0,,,NILAI NOL — TIDAK ADA JURNAL,,BARIS SUMBER BERNILAI NOL,TIDAK,
226,2026-06-10,,0.0,0.0,0.0,,,NILAI NOL — TIDAK ADA JURNAL,,BARIS SUMBER BERNILAI NOL,TIDAK,
227,2026-06-11,,0.0,0.0,0.0,,,NILAI NOL — TIDAK ADA JURNAL,,BARIS SUMBER BERNILAI NOL,TIDAK,
228,2026-06-12,,0.0,0.0,0.0,,,NILAI NOL — TIDAK ADA JURNAL,,BARIS SUMBER BERNILAI NOL,TIDAK,
229,2026-06-13,,0.0,0.0,0.0,,,NILAI NOL — TIDAK ADA JURNAL,,BARIS SUMBER BERNILAI NOL,TIDAK,
230,2026-06-14,,0.0,0.0,0.0,,,NILAI NOL — TIDAK ADA JURNAL,,BARIS SUMBER BERNILAI NOL,TIDAK,
231,2026-06-15,,0.0,0.0,0.0,,,NILAI NOL — TIDAK ADA JURNAL,,BARIS SUMBER BERNILAI NOL,TIDAK,
232,2026-06-16,,0.0,0.0,0.0,,,NILAI NOL — TIDAK ADA JURNAL,,BARIS SUMBER BERNILAI NOL,TIDAK,
233,2026-06-17,,0.0,0.0,0.0,,,NILAI NOL — TIDAK ADA JURNAL,,BARIS SUMBER BERNILAI NOL,TIDAK,
234,2026-06-18,,0.0,0.0,0.0,,,NILAI NOL — TIDAK ADA JURNAL,,BARIS SUMBER BERNILAI NOL,TIDAK,
235,2026-06-19,,0.0,0.0,0.0,,SALDO UANG DI DOMPET | 3220000.0,CATATAN/RENCANA — TIDAK DIJURNAL,,CATATAN SUMBER / RENCANA,TIDAK,
236,2026-06-20,,0.0,0.0,0.0,,,NILAI NOL — TIDAK ADA JURNAL,,BARIS SUMBER BERNILAI NOL,TIDAK,
237,2026-06-21,,0.0,0.0,0.0,,,NILAI NOL — TIDAK ADA JURNAL,,BARIS SUMBER BERNILAI NOL,TIDAK,
238,2026-06-22,,0.0,0.0,0.0,,,NILAI NOL — TIDAK ADA JURNAL,,BARIS SUMBER BERNILAI NOL,TIDAK,
239,2026-06-23,,0.0,0.0,0.0,,Pengeluaran sementara sampai Jasa Pemelihara Kambing 25/08/26 | SISA SALDO,CATATAN/RENCANA — TIDAK DIJURNAL,,CATATAN SUMBER / RENCANA,TIDAK,
240,2026-06-24,,0.0,0.0,0.0,,12590000.0 | 44060000.0,CATATAN/RENCANA — TIDAK DIJURNAL,,CATATAN SUMBER / RENCANA,TIDAK,
241,2026-06-25,Jasa Pemelihara Kambing,900000.0,0.0,900000.0,Ops,,TERKLASIFIKASI — BELANJA SUMBER — BEBAN PEMELIHARA KAMBING,PEMBIBITAN DAN BUDIDAYA KAMBING,SUMBER — belanja telah dipetakan ke akun,YA,6.2.99.24
242,2026-06-26,,0.0,0.0,0.0,,,NILAI NOL — TIDAK ADA JURNAL,,BARIS SUMBER BERNILAI NOL,TIDAK,
243,2026-06-27,,0.0,0.0,0.0,,,NILAI NOL — TIDAK ADA JURNAL,,BARIS SUMBER BERNILAI NOL,TIDAK,
244,2026-06-28,,0.0,0.0,0.0,,,NILAI NOL — TIDAK ADA JURNAL,,BARIS SUMBER BERNILAI NOL,TIDAK,
245,2026-06-29,,0.0,0.0,0.0,,SISA SALDO REKENING | 22060000,CATATAN/RENCANA — TIDAK DIJURNAL,,CATATAN SUMBER / RENCANA,TIDAK,
246,2026-06-30,,0.0,0.0,0.0,,SISA SALDO UANG | 9410000,CATATAN/RENCANA — TIDAK DIJURNAL,,CATATAN SUMBER / RENCANA,TIDAK,
247,2026-07-01,,0.0,0.0,0.0,,,NILAI NOL — TIDAK ADA JURNAL,,BARIS SUMBER BERNILAI NOL,TIDAK,
248,2026-07-02,,0.0,0.0,0.0,,,NILAI NOL — TIDAK ADA JURNAL,,BARIS SUMBER BERNILAI NOL,TIDAK,
